date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:21	1554/1554	---M--	200	added ('OK')	image/png	etag:%22612-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/cloud.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/cloud.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:22	1684/1684	---M--	200	added ('OK')	image/png	etag:%22694-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/direction.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/direction.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:23	567/567	---M--	200	added ('OK')	image/png	etag:%22237-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/divide.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/divide.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:24	557/557	---M--	200	added ('OK')	image/png	etag:%2222d-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/error.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/error.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:25	647/647	---M--	200	added ('OK')	image/png	etag:%22287-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/fire.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/fire.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:26	541/541	---M--	200	added ('OK')	image/png	etag:%2221d-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/flag.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/flag.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:27	545/545	---M--	200	added ('OK')	image/png	etag:%22221-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/heart.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/heart.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:28	627/627	---M--	200	added ('OK')	image/png	etag:%22273-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/home.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/home.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:29	535/535	---M--	200	added ('OK')	image/png	etag:%22217-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/info.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/info.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:30	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/list.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/list.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:31	603/603	---M--	200	added ('OK')	image/png	etag:%2225b-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/mail.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/mail.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:32	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/people.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/people.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:33	542/542	---M--	200	added ('OK')	image/png	etag:%2221e-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/star.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/star.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:34	549/549	---M--	200	added ('OK')	image/png	etag:%22225-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/stat.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_white/stat.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:35	4200/4200	---M--	200	added ('OK')	image/png	etag:%221068-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/facebook.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/facebook.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:36	4176/4176	---M--	200	added ('OK')	image/png	etag:%221050-4fb1dbd378b80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/twitter.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/twitter.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:37	4448/4448	---M--	200	added ('OK')	image/png	etag:%221160-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/google.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/google.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:38	1576/1576	---M--	200	added ('OK')	image/png	etag:%22628-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-left.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-left.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:39	1578/1578	---M--	200	added ('OK')	image/png	etag:%2262a-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-right.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-right.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:40	1159/1159	---M--	200	added ('OK')	image/png	etag:%22487-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/ar-quote-cloud.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/ar-quote-cloud.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:41	8410/8410	---M--	200	added ('OK')	image/png	etag:%2220da-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-cloud.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/quote-cloud.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:42	2042/2042	---M--	200	added ('OK')	image/png	etag:%227fa-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/badge.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/badge.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:43	2177/2177	---M--	200	added ('OK')	image/png	etag:%22881-4fb1dbd931900%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/calendar.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/calendar.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:44	1985/1985	---M--	200	added ('OK')	image/png	etag:%227c1-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/chat.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/chat.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:45	1925/1925	---M--	200	added ('OK')	image/png	etag:%22785-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/check.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/check.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:46	1900/1900	---M--	200	added ('OK')	image/png	etag:%2276c-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/cloud.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/cloud.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:47	2074/2074	---M--	200	added ('OK')	image/png	etag:%2281a-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/direction.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/direction.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:48	2007/2007	---M--	200	added ('OK')	image/png	etag:%227d7-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/divide.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/divide.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:49	1997/1997	---M--	200	added ('OK')	image/png	etag:%227cd-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/error.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/error.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:50	2124/2124	---M--	200	added ('OK')	image/png	etag:%2284c-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/fire.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/fire.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:51	1841/1841	---M--	200	added ('OK')	image/png	etag:%22731-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/flag.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/flag.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:52	1965/1965	---M--	200	added ('OK')	image/png	etag:%227ad-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/heart.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/heart.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:53	2037/2037	---M--	200	added ('OK')	image/png	etag:%227f5-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/home.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/home.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:54	1853/1853	---M--	200	added ('OK')	image/png	etag:%2273d-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/info.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/info.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:55	1904/1904	---M--	200	added ('OK')	image/png	etag:%22770-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/list.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/list.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:56	1965/1965	---M--	200	added ('OK')	image/png	etag:%227ad-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/mail.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/mail.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:57	2092/2092	---M--	200	added ('OK')	image/png	etag:%2282c-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/people.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/people.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:58	1919/1919	---M--	200	added ('OK')	image/png	etag:%2277f-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/star.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/star.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:06:59	1820/1820	---M--	200	added ('OK')	image/png	etag:%2271c-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/stat.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/icons_dark/stat.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:07:00	226/226	---M--	200	added ('OK')	image/png	etag:%22e2-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-dark.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-dark.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:07:01	9161/9161	---M--	200	added ('OK')	image/png	etag:%2223c9-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-ar_dark.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-ar_dark.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:07:02	9173/9173	---M--	200	added ('OK')	image/png	etag:%2223d5-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-ar_light.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-ar_light.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:07:03	7924/7924	---M--	200	added ('OK')	image/png	etag:%221ef4-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-white.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/li-white.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/template.css)
13:07:04	1781/1781	---M--	200	added ('OK')	image/png	etag:%226f5-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/badge.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/badge.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:05	1900/1900	---M--	200	added ('OK')	image/png	etag:%2276c-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/calendar.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/calendar.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:06	1787/1787	---M--	200	added ('OK')	image/png	etag:%226fb-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/chat.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/chat.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:07	1745/1745	---M--	200	added ('OK')	image/png	etag:%226d1-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/check.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/check.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:08	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/cloud.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/cloud.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:09	1826/1826	---M--	200	added ('OK')	image/png	etag:%22722-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/direction.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/direction.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:10	1801/1801	---M--	200	added ('OK')	image/png	etag:%22709-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/divide.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/divide.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:11	1777/1777	---M--	200	added ('OK')	image/png	etag:%226f1-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/error.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/error.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:12	1795/1795	---M--	200	added ('OK')	image/png	etag:%22703-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/fire.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/fire.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:13	1688/1688	---M--	200	added ('OK')	image/png	etag:%22698-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/flag.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/flag.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:14	1751/1751	---M--	200	added ('OK')	image/png	etag:%226d7-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/heart.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/heart.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:15	1787/1787	---M--	200	added ('OK')	image/png	etag:%226fb-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/home.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/home.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:16	1676/1676	---M--	200	added ('OK')	image/png	etag:%2268c-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/info.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/info.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:17	1780/1780	---M--	200	added ('OK')	image/png	etag:%226f4-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/list.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/list.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:18	1777/1777	---M--	200	added ('OK')	image/png	etag:%226f1-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/mail.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/mail.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:19	1821/1821	---M--	200	added ('OK')	image/png	etag:%2271d-4fb1dbdd02200%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/people.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/people.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:20	1730/1730	---M--	200	added ('OK')	image/png	etag:%226c2-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/star.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/star.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:21	1705/1705	---M--	200	added ('OK')	image/png	etag:%226a9-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/stat.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/icons/stat.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:22	9229/9229	---M--	200	added ('OK')	image/png	etag:%22240d-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/readmore.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/readmore.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:23	7962/7962	---M--	200	added ('OK')	image/png	etag:%221f1a-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/readmore-colorms.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/readmore-colorms.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:24	9200/9200	---M--	200	added ('OK')	image/png	etag:%2223f0-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li-ar_blackms.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li-ar_blackms.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:25	3040/3040	---M--	200	added ('OK')	image/png	etag:%22be0-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:26	1270/1270	---M--	200	added ('OK')	image/png	etag:%224f6-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li-light.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/li-light.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:27	29097/29097	---M--	200	added ('OK')	image/png	etag:%2271a9-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/hoverme.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/hoverme.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:28	2040/2040	---M--	200	added ('OK')	image/png	etag:%227f8-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/featured.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/featured.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:29	1480/1480	---M--	200	added ('OK')	image/png	etag:%225c8-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/featured_small.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/featured_small.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:30	1269/1269	---M--	200	added ('OK')	image/png	etag:%224f5-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/dj-tab-indicator-left.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/dj-tab-indicator-left.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:31	1252/1252	---M--	200	added ('OK')	image/png	etag:%224e4-4fb1dbdb19d80%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/dj-tab-indicator-right.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/style1/dj-tab-indicator-right.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/style1.css)
13:07:32	6510/6510	---M--	200	added ('OK')	image/png	etag:%22196e-4fb1dbd749480%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/bg-hoverme.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/bg-hoverme.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/animated-buttons.css)
13:07:33	2926/2926	---M--	200	added ('OK')	image/png	etag:%22b6e-5124d9e68bfc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/video.png	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/video.png	(from https://mallicklab.stanford.edu/media/djmediatools/css/tabber_2ee7ca899ab06e6d90a731f0e70d9b72.css)
13:07:34	520/520	---M--	200	added ('OK')	image/png	etag:%22208-5124d9e68bfc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab-indicator-left.png	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab-indicator-left.png	(from https://mallicklab.stanford.edu/media/djmediatools/css/tabber_2ee7ca899ab06e6d90a731f0e70d9b72.css)
13:07:35	157/157	---M--	200	added ('OK')	image/png	etag:%229d-5124d9e68bfc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab.png	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab.png	(from https://mallicklab.stanford.edu/media/djmediatools/css/tabber_2ee7ca899ab06e6d90a731f0e70d9b72.css)
13:07:36	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-5124d9e68bfc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab-active.png	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/dj-tab-active.png	(from https://mallicklab.stanford.edu/media/djmediatools/css/tabber_2ee7ca899ab06e6d90a731f0e70d9b72.css)
13:07:37	7888/7888	---M--	200	added ('OK')	image/gif	etag:%221ed0-5124d9e68bfc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/ajax-loader.gif	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/tabber/images/ajax-loader.gif	(from https://mallicklab.stanford.edu/media/djmediatools/css/tabber_2ee7ca899ab06e6d90a731f0e70d9b72.css)
